destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_fwd_bytes,total_backward_bytes,flow_bytes_per_second,flow_packets_per_second,syn_flag_count,ack_flag_count,fwd_iat_mean,bwd_iat_mean,is_attack
443.0,146140.0,11.0,7.0,2081.0,1247.0,22772.68373,123.1695634,0.0,0.0,14614.0,20139.16667,0
49333.0,4.0,2.0,1.0,37.0,6.0,10800000.0,750000.0,1.0,1.0,4.0,0.0,0
49334.0,209.0,2.0,1.0,37.0,6.0,205741.6268,14354.06699,1.0,1.0,209.0,0.0,0
49338.0,198.0,2.0,1.0,37.0,6.0,217171.7172,15151.51515,1.0,1.0,198.0,0.0,0
443.0,110088.0,9.0,8.0,1314.0,2814.0,37497.27491,154.421917,0.0,0.0,10683.875,12245.57143,0
443.0,1244.0,4.0,0.0,37.0,0.0,29742.76527,3215.434084,0.0,1.0,414.6666667,0.0,0
443.0,128910.0,10.0,5.0,723.0,799.0,11806.68684,116.3602513,0.0,0.0,14323.33333,22857.5,0
443.0,129853.0,10.0,5.0,1124.0,639.0,13576.89079,115.5152365,0.0,0.0,14428.11111,22914.25,0
443.0,129890.0,10.0,5.0,1124.0,639.0,13573.02333,115.4823312,0.0,0.0,14432.22222,22899.25,0
49347.0,102.0,2.0,1.0,0.0,0.0,0.0,29411.76471,0.0,1.0,4.0,0.0,0
49348.0,16.0,1.0,1.0,0.0,0.0,0.0,125000.0,0.0,1.0,0.0,0.0,0
443.0,116975.0,13.0,8.0,1208.0,4939.0,52549.6901,179.5255396,0.0,0.0,9747.916667,13151.14286,0
443.0,123003.0,13.0,8.0,1176.0,4939.0,49714.23461,170.7275432,0.0,0.0,10250.25,14053.71429,0
49349.0,3.0,2.0,0.0,37.0,0.0,12300000.0,666666.6667,1.0,1.0,3.0,0.0,0
49350.0,3.0,2.0,0.0,37.0,0.0,12300000.0,666666.6667,1.0,1.0,3.0,0.0,0
443.0,115203.0,13.0,7.0,1655.0,4826.0,56257.21552,173.6065901,0.0,0.0,9600.25,16556.5,0
443.0,77250.0,14.0,11.0,744.0,12863.0,176142.3948,323.6245955,0.0,0.0,5942.307692,5101.1,0
443.0,352902.0,12.0,7.0,879.0,5892.0,19186.62972,53.8393095,0.0,0.0,32082.0,44346.33333,0
443.0,359449.0,12.0,7.0,927.0,3476.0,12249.3038,52.85868093,0.0,0.0,32677.18182,45374.66667,0
443.0,60272716.0,11.0,6.0,1619.0,575.0,36.40121344,0.282051335,0.0,0.0,6027271.6,18251.2,0
443.0,59771368.0,11.0,7.0,2081.0,1247.0,55.67883271,0.301147533,0.0,0.0,5977136.8,19791.0,0
123.0,64981998.0,4.0,4.0,192.0,192.0,5.909328919,0.123111019,0.0,0.0,21700000.0,21700000.0,0
123.0,69989256.0,8.0,8.0,384.0,384.0,10.97311279,0.228606516,0.0,0.0,9992671.429,9992657.286,0
123.0,69009659.0,8.0,8.0,384.0,384.0,11.1288769,0.231851602,0.0,0.0,9854386.286,9854413.429,0
123.0,70023640.0,8.0,8.0,384.0,384.0,10.96772461,0.228494263,0.0,0.0,9997242.571,9997260.571,0
123.0,73064605.0,8.0,8.0,384.0,384.0,10.51124549,0.218984281,0.0,0.0,10400000.0,10400000.0,0
53.0,31480.0,1.0,1.0,43.0,139.0,5781.448539,63.53240152,0.0,0.0,0.0,0.0,0
53.0,30898.0,1.0,1.0,50.0,105.0,5016.505923,64.72910868,0.0,0.0,0.0,0.0,0
53.0,30759.0,1.0,1.0,50.0,114.0,5331.772814,65.02161969,0.0,0.0,0.0,0.0,0
53.0,90889.0,1.0,1.0,52.0,146.0,2178.481444,22.00486307,0.0,0.0,0.0,0.0,0
53.0,30818.0,1.0,1.0,47.0,127.0,5646.051009,64.89713804,0.0,0.0,0.0,0.0,0
53.0,58741691.0,3.0,3.0,158.0,463.0,10.57170792,0.102142106,0.0,0.0,29400000.0,29300000.0,0
53.0,62552.0,1.0,1.0,43.0,279.0,5147.717099,31.97339813,0.0,0.0,0.0,0.0,0
53.0,530.0,1.0,1.0,51.0,89.0,264150.9434,3773.584906,0.0,0.0,0.0,0.0,0
53.0,91288.0,2.0,2.0,82.0,270.0,3855.92849,43.81736921,0.0,0.0,3.0,3.0,0
53.0,62618.0,2.0,2.0,88.0,164.0,4024.401929,63.8793957,0.0,0.0,3.0,3.0,0
53.0,31182.0,2.0,2.0,78.0,206.0,9107.818613,128.2791354,0.0,0.0,2.0,3.0,0
49315.0,99.0,1.0,1.0,0.0,0.0,0.0,20202.0202,0.0,1.0,0.0,0.0,0
49320.0,50949.0,2.0,1.0,6.0,0.0,117.7648236,58.88241182,0.0,1.0,50949.0,0.0,0
56218.0,64.0,1.0,1.0,0.0,0.0,0.0,31250.0,0.0,1.0,0.0,0.0,0
53.0,31354.0,2.0,2.0,78.0,188.0,8483.766027,127.575429,0.0,0.0,1.0,49.0,0
443.0,36605.0,1.0,1.0,0.0,0.0,0.0,54.63734463,0.0,1.0,0.0,0.0,0
49342.0,209.0,1.0,1.0,0.0,0.0,0.0,9569.37799,0.0,1.0,0.0,0.0,0
443.0,36356.0,2.0,1.0,0.0,0.0,0.0,82.51732864,0.0,1.0,45.0,0.0,0
46573.0,46.0,1.0,1.0,0.0,0.0,0.0,43478.26087,0.0,1.0,0.0,0.0,0
443.0,36564.0,2.0,1.0,0.0,0.0,0.0,82.04791598,0.0,1.0,3.0,0.0,0
49309.0,36867.0,2.0,1.0,0.0,0.0,0.0,81.37358613,0.0,1.0,36867.0,0.0,0
49310.0,32.0,1.0,1.0,0.0,0.0,0.0,62500.0,0.0,1.0,0.0,0.0,0
49346.0,60.0,1.0,1.0,0.0,0.0,0.0,33333.33333,0.0,1.0,0.0,0.0,0
49323.0,32.0,1.0,1.0,0.0,0.0,0.0,62500.0,0.0,1.0,0.0,0.0,0
49322.0,23.0,1.0,1.0,0.0,0.0,0.0,86956.52174,0.0,1.0,0.0,0.0,0
49312.0,20.0,1.0,1.0,0.0,0.0,0.0,100000.0,0.0,1.0,0.0,0.0,0
49328.0,60.0,1.0,1.0,0.0,0.0,0.0,33333.33333,0.0,1.0,0.0,0.0,0
53.0,918.0,2.0,2.0,80.0,156.0,257080.61,4357.298475,0.0,0.0,3.0,3.0,0
49313.0,51203.0,2.0,0.0,6.0,0.0,117.1806339,39.06021132,0.0,1.0,51203.0,0.0,0
49325.0,77.0,1.0,1.0,0.0,0.0,0.0,25974.02597,0.0,1.0,0.0,0.0,0
443.0,36827.0,2.0,1.0,0.0,0.0,0.0,81.46197084,0.0,1.0,4.0,0.0,0
49341.0,136.0,1.0,1.0,0.0,0.0,0.0,14705.88235,0.0,1.0,0.0,0.0,0
49340.0,165.0,1.0,1.0,0.0,0.0,0.0,12121.21212,0.0,1.0,0.0,0.0,0
49348.0,45.0,1.0,1.0,0.0,0.0,0.0,44444.44444,0.0,1.0,0.0,0.0,0
49324.0,127.0,1.0,1.0,0.0,0.0,0.0,15748.0315,0.0,1.0,0.0,0.0,0
53.0,31164.0,2.0,2.0,72.0,232.0,9754.845334,128.3532281,0.0,0.0,4.0,3.0,0
49330.0,18.0,1.0,1.0,0.0,0.0,0.0,111111.1111,0.0,1.0,0.0,0.0,0
49349.0,77.0,1.0,3.0,0.0,18.0,233766.2338,51948.05195,0.0,1.0,0.0,2.0,0
37785.0,51.0,1.0,1.0,0.0,0.0,0.0,39215.68627,0.0,1.0,0.0,0.0,0
49335.0,212.0,1.0,1.0,0.0,0.0,0.0,9433.962264,0.0,1.0,0.0,0.0,0
443.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,0.0,3.0,0.0,0
49336.0,29.0,1.0,1.0,0.0,0.0,0.0,68965.51724,0.0,1.0,0.0,0.0,0
49331.0,45.0,1.0,1.0,0.0,0.0,0.0,44444.44444,0.0,1.0,0.0,0.0,0
37251.0,73.0,1.0,1.0,0.0,0.0,0.0,27397.26027,0.0,1.0,0.0,0.0,0
49317.0,71.0,1.0,1.0,0.0,0.0,0.0,28169.01408,0.0,1.0,0.0,0.0,0
49311.0,41.0,1.0,1.0,0.0,0.0,0.0,48780.4878,0.0,1.0,0.0,0.0,0
53.0,63102.0,2.0,2.0,64.0,536.0,9508.414947,63.38943298,0.0,0.0,3.0,4.0,0
49350.0,47.0,1.0,3.0,0.0,18.0,382978.7234,85106.38298,0.0,1.0,0.0,2.0,0
49306.0,53.0,1.0,1.0,0.0,0.0,0.0,37735.84906,0.0,1.0,0.0,0.0,0
53.0,31898.0,2.0,2.0,64.0,256.0,10031.97693,125.3997116,0.0,0.0,4.0,3.0,0
49344.0,139.0,1.0,1.0,0.0,0.0,0.0,14388.48921,0.0,1.0,0.0,0.0,0
49329.0,81.0,1.0,3.0,0.0,18.0,222222.2222,49382.71605,0.0,1.0,0.0,2.0,0
49338.0,99.0,1.0,2.0,0.0,12.0,121212.1212,30303.0303,0.0,1.0,0.0,48.0,0
49303.0,51.0,1.0,1.0,0.0,0.0,0.0,39215.68627,0.0,1.0,0.0,0.0,0
49305.0,192.0,1.0,1.0,0.0,0.0,0.0,10416.66667,0.0,1.0,0.0,0.0,0
49316.0,19.0,1.0,1.0,0.0,0.0,0.0,105263.1579,0.0,1.0,0.0,0.0,0
49343.0,168.0,1.0,1.0,0.0,0.0,0.0,11904.7619,0.0,1.0,0.0,0.0,0
49354.0,3.0,2.0,0.0,37.0,0.0,12300000.0,666666.6667,1.0,1.0,3.0,0.0,0
49352.0,4.0,2.0,0.0,37.0,0.0,9250000.0,500000.0,1.0,1.0,4.0,0.0,0
49353.0,3.0,2.0,0.0,37.0,0.0,12300000.0,666666.6667,1.0,1.0,3.0,0.0,0
38671.0,3.0,2.0,0.0,31.0,0.0,10300000.0,666666.6667,1.0,1.0,3.0,0.0,0
443.0,267668.0,10.0,5.0,708.0,799.0,5630.108941,56.03957141,0.0,0.0,29740.88889,45538.25,0
443.0,107.0,2.0,0.0,0.0,0.0,0.0,18691.58879,0.0,1.0,107.0,0.0,0
443.0,267824.0,3.0,2.0,18.0,37.0,205.3587431,18.66897664,0.0,0.0,185.5,267639.0,0
49355.0,4.0,2.0,0.0,37.0,0.0,9250000.0,500000.0,1.0,1.0,4.0,0.0,0
49353.0,269478.0,2.0,3.0,37.0,18.0,204.0982937,18.55439034,0.0,1.0,269478.0,2.0,0
443.0,163.0,2.0,0.0,12.0,0.0,73619.6319,12269.93865,0.0,1.0,163.0,0.0,0
49355.0,295945.0,2.0,3.0,37.0,18.0,185.8453429,16.89503117,0.0,1.0,295945.0,2.5,0
123.0,68917647.0,3.0,3.0,144.0,144.0,4.178900652,0.08706043,0.0,0.0,34400000.0,34400000.0,0
123.0,67984798.0,8.0,8.0,384.0,384.0,11.29664311,0.235346731,0.0,0.0,9703607.286,9702150.143,0
123.0,68948639.0,8.0,8.0,384.0,384.0,11.13872603,0.232056792,0.0,0.0,9846457.429,9846615.0,0
123.0,71036979.0,8.0,8.0,384.0,384.0,10.81127056,0.225234803,0.0,0.0,10100000.0,10100000.0,0
53.0,30809.0,1.0,1.0,43.0,91.0,4349.378428,64.91609595,0.0,0.0,0.0,0.0,0
53.0,31078.0,1.0,1.0,43.0,99.0,4569.148594,64.35420555,0.0,0.0,0.0,0.0,0
56227.0,54.0,1.0,1.0,0.0,0.0,0.0,37037.03704,0.0,1.0,0.0,0.0,0
49351.0,87.0,1.0,1.0,6.0,6.0,137931.0345,22988.50575,0.0,1.0,0.0,0.0,0
53.0,31222.0,2.0,2.0,64.0,160.0,7174.428288,128.1147909,0.0,0.0,3.0,3.0,0
443.0,4.0,2.0,0.0,12.0,0.0,3000000.0,500000.0,0.0,0.0,4.0,0.0,0
37787.0,51.0,1.0,1.0,0.0,0.0,0.0,39215.68627,0.0,1.0,0.0,0.0,0
45800.0,48.0,1.0,1.0,0.0,0.0,0.0,41666.66667,0.0,1.0,0.0,0.0,0
44134.0,53.0,1.0,1.0,0.0,0.0,0.0,37735.84906,0.0,1.0,0.0,0.0,0
47339.0,18.0,1.0,1.0,0.0,0.0,0.0,111111.1111,0.0,1.0,0.0,0.0,0
53.0,31517.0,2.0,2.0,64.0,176.0,7614.93797,126.9156328,0.0,0.0,1.0,46.0,0
53.0,193.0,2.0,2.0,78.0,206.0,1471502.591,20725.3886,0.0,0.0,3.0,4.0,0
49354.0,185.0,1.0,3.0,0.0,18.0,97297.2973,21621.62162,0.0,1.0,0.0,2.0,0
53.0,251.0,2.0,2.0,78.0,188.0,1059760.956,15936.25498,0.0,0.0,1.0,48.0,0
443.0,117253.0,11.0,9.0,1300.0,5331.0,56552.92402,170.5713287,0.0,0.0,8968.8,11741.75,0
443.0,918.0,5.0,0.0,37.0,0.0,40305.01089,5446.623094,0.0,1.0,229.5,0.0,0
80.0,89195722.0,16.0,16.0,868.0,3548.0,49.5091009,0.358761601,0.0,0.0,5889318.133,5944586.4,0
443.0,117651800.0,22.0,18.0,687.0,4453.0,43.68823936,0.339986299,0.0,0.0,5602466.667,6647169.941,0
123.0,16152.0,1.0,1.0,48.0,48.0,5943.536404,123.8236751,0.0,0.0,0.0,0.0,0
123.0,66955478.0,3.0,3.0,144.0,144.0,4.301365752,0.089611787,0.0,0.0,33400000.0,33400000.0,0
123.0,69946368.0,8.0,8.0,384.0,384.0,10.97984101,0.228746688,0.0,0.0,9980212.0,9980112.143,0
123.0,70889868.0,8.0,8.0,384.0,384.0,10.83370617,0.225702212,0.0,0.0,10100000.0,10100000.0,0
53.0,715.0,1.0,1.0,51.0,112.0,227972.028,2797.202797,0.0,0.0,0.0,0.0,0
53.0,61648.0,2.0,2.0,60.0,264.0,5255.644952,64.88450558,0.0,0.0,3.0,1.0,0
53.0,143363.0,1.0,1.0,39.0,180.0,1527.590801,13.95060092,0.0,0.0,0.0,0.0,0
53.0,195930.0,1.0,1.0,53.0,218.0,1383.147042,10.20772725,0.0,0.0,0.0,0.0,0
53.0,61605.0,1.0,1.0,64.0,157.0,3587.371155,32.46489733,0.0,0.0,0.0,0.0,0
53.0,61134.0,1.0,1.0,64.0,117.0,2960.709262,32.71501947,0.0,0.0,0.0,0.0,0
53.0,196500.0,2.0,2.0,84.0,414.0,2534.351145,20.3562341,0.0,0.0,3.0,4.0,0
53.0,109.0,2.0,2.0,78.0,188.0,2440366.972,36697.24771,0.0,0.0,1.0,49.0,0
53.0,62079.0,2.0,2.0,60.0,344.0,6507.836789,64.43402761,0.0,0.0,1.0,1.0,0
53.0,127172.0,2.0,2.0,56.0,306.0,2846.538546,31.4534646,0.0,0.0,1.0,190.0,0
53.0,143954.0,2.0,2.0,56.0,338.0,2736.985426,27.78665407,0.0,0.0,4.0,192.0,0
53.0,239.0,2.0,2.0,78.0,206.0,1188284.519,16736.40167,0.0,0.0,190.0,4.0,0
53.0,61512.0,2.0,2.0,60.0,264.0,5267.264924,65.02796202,0.0,0.0,48.0,1.0,0
443.0,50593.0,2.0,1.0,0.0,0.0,0.0,59.29674066,0.0,1.0,48.0,0.0,0
443.0,115946.0,1.0,1.0,0.0,0.0,0.0,17.24940921,0.0,1.0,0.0,0.0,0
80.0,115776237.0,393.0,462.0,7509.0,1035234.0,9006.537326,7.384935131,0.0,0.0,295288.8546,251089.013,0
57930.0,68.0,1.0,1.0,0.0,0.0,0.0,29411.76471,0.0,1.0,0.0,0.0,0
57932.0,72.0,1.0,1.0,0.0,0.0,0.0,27777.77778,0.0,1.0,0.0,0.0,0
60929.0,236.0,3.0,2.0,76.0,12.0,372881.3559,21186.44068,1.0,1.0,118.0,191.0,0
39018.0,4.0,3.0,0.0,76.0,0.0,19000000.0,750000.0,1.0,1.0,2.0,0.0,0
443.0,5093970.0,7.0,4.0,635.0,168.0,157.6373634,2.159415937,0.0,0.0,848995.0,39451.66667,0
443.0,5093359.0,9.0,6.0,385.0,3909.0,843.0585788,2.945011337,0.0,0.0,636669.875,20104.4,0
443.0,6051609.0,9.0,6.0,374.0,3875.0,702.1273185,2.478679637,0.0,0.0,756451.125,23125.0,0
443.0,110155467.0,19.0,17.0,2531.0,1197.0,33.84307744,0.326810834,0.0,0.0,6119748.167,6882342.188,0
443.0,110466871.0,126.0,169.0,7052.0,262045.0,2435.997305,2.670483896,1.0,1.0,883440.44,657086.3929,0
443.0,110529849.0,279.0,440.0,5478.0,702957.0,6409.445108,6.505030148,1.0,1.0,397458.0755,251687.1458,0
443.0,111366179.0,25.0,17.0,6981.0,5192.0,109.3060758,0.377134246,1.0,1.0,4638740.25,6957002.813,0
80.0,118245726.0,17.0,14.0,1305.0,2238.0,29.96302801,0.262165924,1.0,1.0,7388095.813,9091339.846,0
123.0,69016407.0,2.0,2.0,96.0,96.0,2.781947197,0.057957233,0.0,0.0,69000000.0,69000000.0,0
443.0,228.0,3.0,1.0,18.0,6.0,105263.1579,17543.85965,0.0,0.0,1.0,0.0,0
53.0,201.0,2.0,2.0,86.0,204.0,1442786.07,19900.49751,0.0,0.0,3.0,48.0,0
53.0,126.0,2.0,2.0,64.0,96.0,1269841.27,31746.03175,0.0,0.0,4.0,2.0,0
53.0,143.0,2.0,2.0,74.0,154.0,1594405.594,27972.02797,0.0,0.0,3.0,2.0,0
60929.0,163.0,1.0,1.0,6.0,6.0,73619.6319,12269.93865,0.0,0.0,0.0,0.0,0
53.0,192.0,2.0,2.0,64.0,96.0,833333.3333,20833.33333,0.0,0.0,49.0,49.0,0
443.0,161.0,2.0,0.0,0.0,0.0,0.0,12422.36025,0.0,1.0,161.0,0.0,0
443.0,1225407.0,6.0,8.0,745.0,602.0,1099.226624,11.42477561,0.0,0.0,49588.4,164762.8571,0
443.0,115181867.0,24.0,16.0,3888.0,2008.0,51.18861287,0.347276885,1.0,1.0,5005714.0,7675309.0,0
123.0,67071862.0,2.0,2.0,96.0,96.0,2.86260131,0.059637527,0.0,0.0,67000000.0,67000000.0,0
123.0,69022163.0,2.0,2.0,96.0,96.0,2.781715201,0.0579524,0.0,0.0,69000000.0,69000000.0,0
443.0,155.0,2.0,0.0,0.0,0.0,0.0,12903.22581,0.0,1.0,155.0,0.0,0
38385.0,5.0,3.0,0.0,76.0,0.0,15200000.0,600000.0,1.0,1.0,2.5,0.0,0
443.0,136.0,3.0,0.0,65.0,0.0,477941.1765,22058.82353,0.0,1.0,68.0,0.0,0
80.0,1022438.0,177.0,243.0,5126.0,488144.0,482444.9013,410.7828543,0.0,0.0,4376.710227,4128.72314,0
80.0,5031852.0,3.0,1.0,0.0,0.0,0.0,0.79493594,0.0,0.0,2515926.0,0.0,0
443.0,5236700.0,7.0,4.0,599.0,137.0,140.5465274,2.100559513,0.0,0.0,872783.3333,94279.33333,0
443.0,8241082.0,8.0,7.0,1235.0,374.0,195.241353,1.820149344,0.0,0.0,1177276.857,1354178.833,0
80.0,116443971.0,113.0,143.0,5425.0,253598.0,2224.443205,2.198482221,0.0,0.0,1039678.312,783165.8662,0
80.0,116119479.0,28.0,28.0,294.0,23735.0,206.9334121,0.482261895,0.0,0.0,4300721.444,4108052.444,0
80.0,116394430.0,35.0,38.0,739.0,43236.0,377.8101753,0.627177778,0.0,0.0,3423365.588,3003465.162,0
80.0,117445868.0,261.0,365.0,5386.0,744190.0,6382.31053,5.330115147,0.0,0.0,451714.8769,307896.1044,0
80.0,117446177.0,385.0,486.0,4897.0,1016990.0,8700.896241,7.416163065,0.0,0.0,305849.4193,231080.6845,0
80.0,117446090.0,106.0,139.0,4885.0,257007.0,2229.891178,2.086063487,0.0,0.0,1118534.19,812128.9275,0
123.0,67028638.0,2.0,2.0,96.0,96.0,2.864447283,0.059675985,0.0,0.0,67000000.0,67000000.0,0
53.0,58860626.0,2.0,2.0,99.0,255.0,6.014207188,0.067957143,0.0,0.0,58800000.0,58800000.0,0
53.0,31384.0,1.0,1.0,62.0,90.0,4843.23222,63.72673974,0.0,0.0,0.0,0.0,0
53.0,1779359.0,2.0,2.0,146.0,289.0,244.4700592,2.248000544,0.0,0.0,1747306.0,1778826.0,0
53.0,103502737.0,2.0,2.0,118.0,195.0,3.024074619,0.038646321,0.0,0.0,103000000.0,103000000.0,0
53.0,30540.0,1.0,1.0,48.0,146.0,6352.32482,65.48788474,0.0,0.0,0.0,0.0,0
53.0,31697.0,2.0,2.0,84.0,204.0,9086.033379,126.194908,0.0,0.0,3.0,3.0,0
80.0,36919.0,1.0,1.0,0.0,0.0,0.0,54.17264823,0.0,1.0,0.0,0.0,0
53.0,31030.0,2.0,2.0,74.0,270.0,11086.04576,128.9075089,0.0,0.0,3.0,4.0,0
49573.0,3.0,2.0,0.0,12.0,0.0,4000000.0,666666.6667,0.0,1.0,3.0,0.0,0
53.0,70067.0,2.0,2.0,74.0,238.0,4452.880814,57.08821557,0.0,0.0,1.0,3.0,0
53.0,31852.0,2.0,2.0,84.0,228.0,9795.303278,125.5808113,0.0,0.0,1.0,48.0,0
53.0,196.0,2.0,2.0,56.0,338.0,2010204.082,20408.16327,0.0,0.0,3.0,2.0,0
38385.0,16.0,1.0,3.0,6.0,18.0,1500000.0,250000.0,0.0,0.0,0.0,1.0,0
50483.0,313.0,3.0,0.0,43.0,0.0,137380.1917,9584.664537,0.0,1.0,156.5,0.0,0
80.0,47016751.0,8.0,8.0,1005.0,1123.0,45.26046472,0.340304246,0.0,0.0,5744381.143,6711723.571,0
80.0,47366642.0,8.0,8.0,1109.0,633.0,36.77693682,0.337790464,0.0,0.0,5794661.0,6761710.143,0
53.0,516.0,1.0,1.0,52.0,113.0,319767.4419,3875.968992,0.0,0.0,0.0,0.0,0
53.0,68350.0,1.0,1.0,44.0,139.0,2677.395757,29.26115582,0.0,0.0,0.0,0.0,0
80.0,37261.0,1.0,1.0,0.0,0.0,0.0,53.67542471,0.0,1.0,0.0,0.0,0
80.0,23178.0,1.0,1.0,0.0,0.0,0.0,86.28872206,0.0,1.0,0.0,0.0,0
53.0,61121.0,2.0,2.0,66.0,172.0,3893.915348,65.44395543,0.0,0.0,4.0,4.0,0
53.0,69470.0,2.0,2.0,66.0,140.0,2965.308766,57.578811,0.0,0.0,0.0,3.0,0
56254.0,3.0,2.0,0.0,0.0,0.0,0.0,666666.6667,0.0,1.0,3.0,0.0,0
443.0,152802.0,7.0,9.0,720.0,732.0,9502.493423,104.7106713,0.0,0.0,19557.5,14922.5,0
443.0,288.0,3.0,0.0,31.0,0.0,107638.8889,10416.66667,0.0,1.0,144.0,0.0,0
443.0,177358.0,7.0,8.0,720.0,731.0,8181.192842,84.57470202,0.0,0.0,23415.66667,20585.28571,0
443.0,361.0,3.0,0.0,31.0,0.0,85872.57618,8310.249307,0.0,1.0,180.5,0.0,0
443.0,155902.0,8.0,5.0,352.0,3788.0,26555.14362,83.38571667,0.0,0.0,22271.71429,25243.0,0
46565.0,155.0,2.0,1.0,307.0,6.0,2019354.839,19354.83871,1.0,1.0,155.0,0.0,0
80.0,50346.0,6.0,5.0,4115.0,836.0,98339.49072,218.4880626,0.0,0.0,10069.2,6574.0,0
80.0,5183851.0,3.0,1.0,12.0,2.0,2.700694908,0.771627117,0.0,0.0,2591925.5,0.0,0
80.0,5078970.0,3.0,1.0,0.0,0.0,0.0,0.787561257,0.0,0.0,2539485.0,0.0,0
80.0,5378604.0,3.0,1.0,0.0,0.0,0.0,0.743687395,0.0,0.0,2689302.0,0.0,0
80.0,5098482.0,3.0,1.0,0.0,0.0,0.0,0.784547244,0.0,0.0,2549241.0,0.0,0
443.0,5490949.0,8.0,6.0,307.0,147.0,82.68151826,2.549650343,0.0,0.0,784421.2857,21505.2,0
80.0,5378421.0,3.0,1.0,0.0,0.0,0.0,0.743712699,0.0,0.0,2689210.5,0.0,0
80.0,5491099.0,4.0,2.0,0.0,0.0,0.0,1.09267744,0.0,0.0,1830366.333,991176.0,0
80.0,5563448.0,3.0,1.0,0.0,0.0,0.0,0.71897859,0.0,0.0,2781724.0,0.0,0
80.0,5255022.0,3.0,1.0,0.0,0.0,0.0,0.761176642,0.0,0.0,2627511.0,0.0,0
80.0,5563128.0,3.0,1.0,0.0,0.0,0.0,0.719019947,0.0,0.0,2781564.0,0.0,0
443.0,5378931.0,7.0,4.0,635.0,168.0,149.2861686,2.045016008,0.0,0.0,896488.5,59024.33333,0
80.0,5953258.0,3.0,1.0,0.0,0.0,0.0,0.671900999,0.0,0.0,2976629.0,0.0,0
443.0,6008878.0,9.0,6.0,373.0,4467.0,805.4748324,2.496306299,0.0,0.0,751109.75,15634.6,0
443.0,6018096.0,9.0,6.0,373.0,4468.0,804.4072411,2.492482672,0.0,0.0,752262.0,16184.8,0
80.0,10070931.0,6.0,5.0,2738.0,950.0,366.2024891,1.092252543,0.0,0.0,2013951.4,2509609.0,0
80.0,27581070.0,6.0,6.0,326.0,438.0,27.70015812,0.435081018,0.0,0.0,4019179.6,5511629.2,0
80.0,60378605.0,10.0,10.0,1982.0,2352.0,71.78039307,0.331243161,0.0,0.0,5600622.556,6703112.889,0
80.0,60606315.0,10.0,10.0,371.0,227.0,9.866958583,0.329998615,0.0,0.0,6719794.444,6728369.556,0
80.0,60800663.0,10.0,11.0,2219.0,1155.0,55.49281593,0.34539097,0.0,0.0,6722185.333,6074886.7,0
80.0,65153384.0,14.0,12.0,1241.0,3215.0,68.39245679,0.399058321,0.0,0.0,4645769.538,5920975.545,0
80.0,65045666.0,10.0,10.0,435.0,345.0,11.99157527,0.307476289,0.0,0.0,6696553.111,7224762.667,0
80.0,65045797.0,10.0,10.0,398.0,689.0,16.71130265,0.30747567,0.0,0.0,6698879.778,7224798.333,0
80.0,65379758.0,15.0,13.0,1372.0,2596.0,60.69156756,0.42826711,0.0,0.0,4330065.714,5446394.083,0
443.0,74112854.0,16.0,18.0,2851.0,6959.0,132.3657027,0.458759826,0.0,0.0,4693996.2,4358226.412,0
443.0,115747825.0,22.0,19.0,1203.0,5630.0,59.03350668,0.354218319,0.0,0.0,5511801.19,6149839.056,0
443.0,115528748.0,22.0,19.0,1642.0,6252.0,68.32931315,0.354890023,0.0,0.0,5501368.952,6144778.222,0
443.0,115648480.0,22.0,19.0,751.0,4600.0,46.26952295,0.354522602,0.0,0.0,5507070.476,6153196.278,0
443.0,115816240.0,22.0,18.0,1022.0,4624.0,48.74963995,0.345374707,0.0,0.0,5515059.048,6528798.059,0
80.0,115535030.0,16.0,14.0,434.0,1963.0,20.74695441,0.259661507,0.0,0.0,7702335.333,8501199.0,0
443.0,115748404.0,23.0,20.0,1203.0,5629.0,59.02457195,0.371495403,0.0,0.0,5261291.091,5827861.789,0
443.0,115748740.0,20.0,16.0,1337.0,624.0,16.94186909,0.311018504,0.0,0.0,6092038.947,7377712.133,0
443.0,115748904.0,20.0,16.0,1354.0,637.0,17.2010268,0.311018064,0.0,0.0,6092047.579,7377713.133,0
443.0,115825671.0,23.0,19.0,1608.0,5619.0,62.39549435,0.362613915,0.0,0.0,5264803.227,6170115.5,0
443.0,115530449.0,22.0,19.0,1673.0,6318.0,69.16791261,0.354884798,0.0,0.0,5501449.952,6144823.0,0
443.0,115748824.0,23.0,20.0,1217.0,5661.0,59.42177002,0.371494055,0.0,0.0,5261310.182,5826173.684,0
443.0,115748724.0,20.0,16.0,1327.0,637.0,16.96778964,0.311018547,0.0,0.0,6092038.105,7375527.667,0
80.0,115449638.0,16.0,14.0,1682.0,1475.0,27.34525681,0.259853565,0.0,0.0,7696642.533,8501974.615,0
80.0,115872055.0,16.0,14.0,285.0,382.0,5.756349104,0.258906257,0.0,0.0,7724803.667,8502458.0,0
443.0,115400014.0,21.0,18.0,1654.0,4893.0,56.73309537,0.337954898,0.0,0.0,5770000.7,6507656.706,0
80.0,115334653.0,16.0,13.0,561.0,342.0,7.829390183,0.25144221,0.0,0.0,7688976.867,9211561.167,0
80.0,115937589.0,17.0,16.0,302.0,5235.0,47.7584539,0.2846359,0.0,0.0,7246099.313,7373182.933,0
